Trial,1,Sim Type,5,Distance Weight,1,Random Seed,15,Min Iterations,4000,Distance cost,0.6564161648985269,Manip Cost,0.18339288430897444,Total cost,0.6235953566536006,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.783914249e-11,0.07636892186755777,0.07476452539593059,0.0,0.039050602172529425,0.03826656604666589,0.03373732245841446,0.039591399427733334,0.03984442635613031
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.013,0.025,0.028,0.013
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.55858,0.5831,0.61063,0.6236
Joint 2: ,0.4,0.563,0.611,0.701,0.619,0.555,0.632,0.49,0.433,0.206,0.067,0.422,0.078,-0.386,-0.344
Joint 3: ,1.2,1.092,0.781,1.033,1.115,1.339,1.085,0.864,0.864,1.041,0.574,1.06,0.771,0.767,0.742
Joint 4: ,0.5,0.756,0.672,0.842,0.878,1.109,1.121,0.89,0.868,0.817,0.643,1.251,1.008,0.786,0.599
Joint 5: ,1.2,1.67,1.979,2.038,1.733,1.234,1.4,1.371,1.375,0.819,1.134,0.532,0.865,0.694,0.739
Joint 6: ,0.0,0.007,0.142,0.073,0.068,0.098,0.104,0.263,0.574,0.82,1.183,1.001,2.275,3.119,2.513
Trial,6,Sim Type,5,Distance Weight,1,Random Seed,90,Min Iterations,4000,Distance cost,0.5407805618607777,Manip Cost,0.5089806750556323,Total cost,0.5137415337677388,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,0.0602416281087242,0.06840160140482422,0.0664652416496096,0.06789631144660792,4.238314196e-11,0.0,0.0,0.0,0.0,2.702958778e-11,0.03656861424374051
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.031,0.026,0.011
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.47715,0.50328,0.51374
Joint 0: ,-0.3,-0.414,-0.47,-0.408,-0.243,-0.329,0.078,0.688,0.388,0.601,0.603,0.662,0.618
Joint 1: ,0.3,0.297,0.519,0.757,0.677,0.817,0.82,0.839,0.8,0.913,0.811,1.005,0.869
Joint 2: ,0.4,0.563,0.761,0.831,0.762,0.956,0.235,-0.639,-0.107,-0.258,-0.121,-0.006,-0.119
Joint 3: ,1.2,1.508,1.648,1.506,1.587,1.431,0.995,0.887,1.014,0.715,0.923,0.529,0.856
Joint 4: ,0.5,1.093,1.905,1.817,2.459,1.402,0.846,0.373,1.151,0.229,0.043,-0.679,-0.076
Joint 5: ,1.2,0.704,0.785,0.925,0.632,0.275,0.943,0.668,0.656,0.769,0.511,0.962,0.487
Joint 6: ,0.0,-0.414,-1.54,-1.329,-1.468,-0.678,1.102,2.167,2.377,0.622,-0.023,-2.116,-0.183
Trial,7,Sim Type,5,Distance Weight,1,Random Seed,105,Min Iterations,4000,Distance cost,0.5609963140394194,Manip Cost,0.5188749721150817,Total cost,0.5329464983374484,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07604492858742831,0.07143862546557207,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.037
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.53295
Joint 0: ,-0.3,-0.127,0.052,0.309,0.263,-0.522,-0.34,-0.045,0.059,0.133,0.588,0.694
Joint 1: ,0.3,0.366,0.58,0.363,0.36,0.836,0.854,0.732,0.776,0.824,0.838,0.965
Joint 2: ,0.4,0.354,0.256,0.098,0.165,1.228,1.074,0.747,0.691,0.588,0.116,-0.281
Joint 3: ,1.2,1.107,0.807,1.338,1.5,1.456,1.286,1.281,1.205,1.245,0.945,0.599
Joint 4: ,0.5,0.342,0.124,-0.376,-0.263,0.229,0.107,-0.469,-0.659,-0.959,-0.791,-0.111
Joint 5: ,1.2,1.16,1.641,0.882,0.379,0.723,0.816,0.632,0.486,0.049,0.689,0.861
Joint 6: ,0.0,0.254,0.598,0.64,0.683,-0.22,-0.184,-0.446,-0.587,-0.818,-0.432,2.108
Trial,8,Sim Type,5,Distance Weight,1,Random Seed,120,Min Iterations,4000,Distance cost,0.6633284055447562,Manip Cost,0.4077526998171959,Total cost,0.6301619852675184,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.829334664e-11,4.121957477e-11,0.0,0.0,0.07446167756427602,0.035314035794337846,0.07890425113282741,0.027706869404924197,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.031,0.04,0.009,0.005
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.57681,0.61636,0.62554,0.63016
Joint 0: ,-0.3,-0.214,-0.074,-0.007,0.013,0.196,0.184,-0.089,0.257,0.34,0.522,0.295,0.876,0.608,0.724,0.371
Joint 1: ,0.3,0.182,0.24,0.349,0.368,0.462,0.541,0.783,0.783,0.863,0.79,0.899,0.918,0.836,1.008,0.874
Joint 2: ,0.4,0.413,0.417,0.44,0.511,0.387,0.473,0.931,0.445,0.479,0.321,0.619,-0.495,-0.145,-0.219,0.406
Joint 3: ,1.2,1.404,1.313,1.245,1.334,1.17,1.182,1.267,0.925,0.785,0.9,1.115,0.803,1.103,0.575,0.962
Joint 4: ,0.5,0.453,0.204,0.16,0.182,0.07,0.089,0.454,0.263,0.18,-0.354,0.03,-0.493,-0.574,-0.505,-0.566
Joint 5: ,1.2,0.843,1.114,1.081,0.907,0.922,0.942,0.623,0.912,1.128,0.633,-0.204,0.636,-0.104,0.917,0.326
Joint 6: ,0.0,-0.048,0.083,0.06,-0.103,0.24,0.057,-0.443,0.255,0.106,-0.554,-0.153,-0.549,-0.688,-0.701,-1.623
Trial,9,Sim Type,5,Distance Weight,1,Random Seed,135,Min Iterations,4000,Distance cost,0.5351478144061433,Manip Cost,0.75,Total cost,0.5083904236858362,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,0.0,3.959962285e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.062281453e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.012
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.50839
Joint 0: ,-0.3,-0.275,0.226,0.178,0.173,0.179,0.112,0.06,0.133,0.49,0.719,0.517
Joint 1: ,0.3,0.307,0.462,0.508,0.645,0.766,0.762,0.775,0.832,0.906,0.976,0.871
Joint 2: ,0.4,0.456,0.148,0.256,0.367,0.458,0.508,0.616,0.582,0.074,-0.307,0.149
Joint 3: ,1.2,1.342,1.004,0.979,0.835,0.728,0.883,1.003,0.976,0.704,0.587,0.863
Joint 4: ,0.5,0.497,-0.164,-0.018,0.005,0.176,0.109,0.172,0.309,0.086,-0.191,-0.456
Joint 5: ,1.2,0.932,1.641,1.517,1.566,1.646,1.36,0.911,0.917,1.138,0.97,0.507
Joint 6: ,0.0,-0.3,0.78,0.596,0.282,0.35,-0.067,-0.317,0.036,0.981,1.453,0.033
Trial,10,Sim Type,5,Distance Weight,1,Random Seed,150,Min Iterations,4000,Distance cost,0.5825107721188881,Manip Cost,0.9285714285714286,Total cost,0.5533852335129437,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,2.480177557e-11,2.628554318e-11,0.0,0.0,0.0,2.665192841e-11,0.0,0.0,0.0,0.0,4.371529321e-11,0.0,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.046,0.043,0.014,0.006
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49196,0.53443,0.54789,0.55339
Joint 0: ,-0.3,-0.21,-0.116,0.035,0.012,0.172,0.234,0.453,0.576,0.442,0.385,0.24,0.496,0.527
Joint 1: ,0.3,0.509,0.562,0.558,0.681,0.66,0.577,0.772,0.741,0.796,0.908,0.888,0.951,0.937
Joint 2: ,0.4,0.453,0.467,0.455,0.593,0.487,0.442,0.155,-0.142,0.152,0.419,0.532,-0.234,-0.24
Joint 3: ,1.2,0.94,0.913,0.776,0.789,0.715,0.958,0.597,0.781,0.785,0.705,1.052,0.747,0.689
Joint 4: ,0.5,0.512,0.48,0.277,0.521,0.273,0.178,0.037,0.095,0.067,-0.411,0.481,1.189,0.85
Joint 5: ,1.2,1.46,1.475,1.64,1.782,1.588,1.267,1.627,1.24,0.98,1.038,0.115,0.891,0.889
Joint 6: ,0.0,0.126,0.146,0.064,0.106,-0.003,-0.082,0.789,1.934,0.948,-1.01,0.388,3.281,1.694
Trial,11,Sim Type,5,Distance Weight,1,Random Seed,165,Min Iterations,4000,Distance cost,0.7333166394346279,Manip Cost,0.5261162186577031,Total cost,0.6966508074628964,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,0.05347298096287567,1.0,1.0,1.0,2.773078727e-11,0.0,0.0,0.0,3.941834747e-11,0.0,0.0,3.944761599e-11,0.03506448256850732,0.035351120571024304
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.029,0.023
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.59543,0.64505,0.6742,0.69665
Joint 0: ,-0.3,-0.509,-0.398,0.139,0.21,0.199,0.501,0.641,0.691,0.498,0.417,0.382,0.519,0.526,0.781,0.87
Joint 1: ,0.3,0.224,0.182,0.182,0.282,0.39,0.629,0.627,0.673,0.86,0.934,0.829,0.89,0.933,0.935,0.973
Joint 2: ,0.4,0.497,0.553,0.218,0.252,0.383,0.175,0.092,-0.017,0.276,0.314,0.254,0.088,0.106,-0.45,-0.591
Joint 3: ,1.2,1.609,1.747,1.595,1.51,1.31,0.785,0.774,0.669,0.376,0.367,0.745,0.669,0.725,0.786,0.786
Joint 4: ,0.5,1.123,1.12,0.043,-0.034,0.03,-0.128,-0.251,-0.334,-0.093,0.06,0.06,0.098,0.324,0.149,-0.263
Joint 5: ,1.2,1.012,0.538,0.703,0.758,1.039,1.644,1.445,1.308,1.463,1.382,1.017,0.97,0.622,0.497,0.612
Joint 6: ,0.0,-0.387,-0.906,0.471,0.433,0.183,0.954,1.157,1.413,0.85,1.284,1.392,2.011,2.449,3.008,2.449
Trial,12,Sim Type,5,Distance Weight,1,Random Seed,180,Min Iterations,4000,Distance cost,0.6940144006994581,Manip Cost,0.36101711071837367,Total cost,0.6593136806644851,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.587498573e-11,0.02673037496618509,0.06778351732512777,0.03884223758943897,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.014
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.59543,0.64505,0.65931
Joint 0: ,-0.3,-0.1,0.093,0.409,0.609,0.563,0.519,0.6,0.699,0.718,0.761,0.818,0.884,0.504,0.427
Joint 1: ,0.3,0.449,0.415,0.219,0.342,0.408,0.495,0.72,0.854,0.816,0.939,0.964,0.923,0.877,0.926
Joint 2: ,0.4,0.366,0.307,0.026,-0.016,0.072,0.173,0.202,0.197,0.154,-0.037,-0.192,-0.553,0.17,0.504
Joint 3: ,1.2,0.997,1.1,1.486,1.199,1.067,0.94,0.564,0.296,0.539,0.408,0.564,0.862,0.944,0.876
Joint 4: ,0.5,0.193,-0.108,-0.488,-0.52,-0.39,-0.262,-0.292,-0.282,-0.439,-0.462,-0.743,-0.689,-0.51,-1.205
Joint 5: ,1.2,1.423,1.145,0.491,1.151,1.121,1.104,1.519,1.8,1.466,1.496,1.178,0.536,0.329,0.615
Joint 6: ,0.0,0.084,0.041,0.82,1.119,0.977,0.853,0.717,0.848,0.468,1.239,0.977,2.341,1.783,-0.382
Trial,13,Sim Type,5,Distance Weight,1,Random Seed,195,Min Iterations,4000,Distance cost,0.5970665376348423,Manip Cost,0.6935742990756896,Total cost,0.5672132107531002,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,0.0,2.713473083e-11,0.0,3.900303854e-11,3.912805758e-11,0.0,4.089906735e-11,0.0,0.0,0.038066915919300386,0.0,0.033805009577248926,0.07150334886339248
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.026,0.026,0.027,0.003
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.48648,0.51228,0.53779,0.56421,0.56721
Joint 0: ,-0.3,-0.214,-0.181,-0.143,0.049,0.123,0.16,0.056,0.147,0.679,0.708,0.976,0.321,0.757,0.475
Joint 1: ,0.3,0.443,0.528,0.599,0.616,0.621,0.625,0.855,0.723,0.914,0.798,0.892,0.8,0.936,0.873
Joint 2: ,0.4,0.434,0.499,0.567,0.463,0.475,0.533,0.757,0.566,-0.204,-0.432,-0.973,0.397,-0.341,0.299
Joint 3: ,1.2,1.071,1.063,0.968,0.823,0.885,0.924,0.831,1.14,0.531,0.898,1.003,1.095,0.747,0.956
Joint 4: ,0.5,0.471,0.418,0.543,0.418,0.347,0.34,0.583,0.742,-0.116,0.597,0.762,-0.406,-0.353,-1.13
Joint 5: ,1.2,1.339,1.247,1.398,1.451,1.39,1.131,1.137,0.402,1.246,0.547,0.529,0.154,0.652,0.425
Joint 6: ,0.0,0.056,-0.266,-0.113,0.237,0.1,-0.146,-0.393,-0.05,0.234,2.611,3.86,1.755,2.38,-0.325
Trial,14,Sim Type,5,Distance Weight,1,Random Seed,210,Min Iterations,4000,Distance cost,0.568469299481221,Manip Cost,0.2686868115324372,Total cost,0.5459371331781235,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0659438530399669,0.0,0.0,0.03288358540246692,0.0753982487346822,0.07197799736250945
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.014
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.52635,0.54594
Joint 0: ,-0.3,-0.098,-0.085,0.137,0.913,0.897,0.68,0.877,0.444,0.535,0.669,0.826,0.512
Joint 1: ,0.3,0.399,0.408,0.405,0.508,0.763,0.612,0.852,0.719,0.824,0.956,0.871,0.858
Joint 2: ,0.4,0.367,0.411,0.263,-0.625,-0.64,-0.149,-0.525,0.07,-0.013,-0.129,-0.496,0.185
Joint 3: ,1.2,1.027,1.151,1.123,1.238,0.809,1.035,0.856,1.065,0.905,0.717,1.041,0.954
Joint 4: ,0.5,0.244,0.345,0.187,-0.515,-0.527,-0.473,-0.696,-0.359,-0.251,-0.448,-0.66,-0.862
Joint 5: ,1.2,1.286,0.989,0.798,0.422,0.991,0.696,1.057,0.441,0.534,0.709,0.141,0.388
Joint 6: ,0.0,0.14,0.093,0.47,1.506,1.408,0.383,0.825,0.381,0.693,0.546,0.696,-0.215
Trial,15,Sim Type,5,Distance Weight,1,Random Seed,225,Min Iterations,4000,Distance cost,0.6875357824763942,Manip Cost,0.5069892906902446,Total cost,0.6589865224627598,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,2.627840741e-11,0.0,0.0,0.0,0.07365127100097701,0.03460313782257909,0.06630205027093951,0.0,0.0,0.06943980993760411,0.07623864803501461,4.370388004e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.008
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.59543,0.64505,0.65899
Joint 0: ,-0.3,-0.201,-0.066,0.208,0.333,0.306,0.401,0.627,0.704,0.653,0.605,0.422,0.46,0.525,0.264
Joint 1: ,0.3,0.436,0.325,0.562,0.555,0.685,0.643,0.629,0.89,0.884,0.971,0.933,0.942,0.851,0.894
Joint 2: ,0.4,0.45,0.44,0.332,0.293,0.411,0.312,-0.035,-0.1,0.034,0.212,0.443,0.438,0.15,0.553
Joint 3: ,1.2,1.049,1.161,0.686,0.79,0.654,0.85,1.099,0.788,0.834,0.636,0.883,0.913,1.044,1.06
Joint 4: ,0.5,0.452,0.211,-0.047,-0.205,-0.114,-0.298,-0.797,-0.928,-1.005,-0.751,-0.918,-0.957,-1.35,-0.602
Joint 5: ,1.2,1.4,1.2,1.636,1.598,1.613,1.201,0.864,1.377,1.082,1.394,0.861,0.656,0.253,0.083
Joint 6: ,0.0,0.032,-0.134,0.261,0.214,-0.034,-0.003,0.288,-0.129,-0.649,-0.85,-1.858,-1.752,-1.675,-1.033
Trial,16,Sim Type,5,Distance Weight,1,Random Seed,240,Min Iterations,4000,Distance cost,0.6729133856503322,Manip Cost,0.5596242412431999,Total cost,0.6392677163678155,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0696195785503268,0.0,0.0,0.0,0.0,0.03330787540370598,0.07714855455479942,5.727111842e-11,0.040857602015814794,5.748771003e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.019,0.03,0.019,0.014,0.011
