Trial,1,Sim Type,3,Distance Weight,1,Random Seed,15,Min Iterations,1500,Distance cost,0.6602464194171049,Manip Cost,0.5190278285725214,Total cost,0.6272340984462497,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.636438093e-11,2.896242379078874e-05,3.043568181617892e-05,2.780902202916824e-05,2.821023493423402e-05,2.703081748501882e-05,2.69682169711982e-05,2.481391959598784e-05
Distance to Last Node,0.0,0.1,0.092,0.098,0.122,0.111,0.088,0.061,0.028,0.115
Total Cost,0.0,0.0767,0.14747,0.22298,0.31706,0.40263,0.47045,0.51754,0.53898,0.62723
Total Cost,0.0,0.07559,0.11407,0.20746,0.24594,0.31918,0.40545,0.47985,0.53487,0.62177
Joint 0: ,0.4,0.192,0.092,0.055,-0.018,-0.114,-0.209,-0.291,-0.396,-0.453
Joint 1: ,-1.45,-1.438,-1.382,-1.215,-1.175,-1.202,-1.274,-1.355,-1.089,-1.317
Joint 2: ,1.0,1.017,1.0,0.707,0.642,0.5,0.347,0.221,0.205,-0.124
Joint 3: ,-0.4,-0.642,-0.789,-0.833,-0.919,-0.946,-0.879,-0.698,-1.031,-0.528
Joint 4: ,-0.1,-0.109,-0.139,-0.102,-0.115,-0.129,-0.217,-0.314,-0.429,-0.268
Joint 5: ,-1.7,-1.738,-1.734,-2.031,-2.001,-2.072,-2.114,-2.276,-1.604,-1.986
Joint 6: ,0.5,0.357,0.333,0.946,1.04,1.206,1.327,1.334,1.698,2.593
Trial,3,Sim Type,3,Distance Weight,1,Random Seed,45,Min Iterations,1500,Distance cost,0.6637364106473408,Manip Cost,0.5328872953667048,Total cost,0.6305495901149737,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.883947969683172e-05,1.665762312446114e-05,1.43086005063113e-05,1.181333466554828e-05
Distance to Last Node,0.0,0.05,0.088,0.05,0.099,0.097,0.087,0.098,0.088,0.05,0.038,0.037,0.036
Total Cost,0.0,0.03848,0.10628,0.14476,0.22086,0.2957,0.36284,0.43839,0.5061,0.54458,0.57377,0.60251,0.63055
Joint 0: ,0.4,0.355,0.233,0.121,-0.066,-0.182,-0.28,-0.42,-0.451,-0.521,-0.536,-0.551,-0.565
Joint 1: ,-1.45,-1.366,-1.257,-1.251,-1.2,-1.139,-1.182,-1.198,-1.276,-1.276,-1.294,-1.311,-1.328
Joint 2: ,1.0,1.012,0.897,0.938,0.891,0.809,0.855,0.741,0.586,0.672,0.58,0.488,0.396
Joint 3: ,-0.4,-0.48,-0.705,-0.801,-0.962,-1.018,-0.923,-0.941,-0.814,-0.758,-0.677,-0.595,-0.514
Joint 4: ,-0.1,-0.153,-0.176,-0.214,-0.243,-0.283,-0.481,-0.448,-0.562,-0.738,-0.722,-0.706,-0.69
Joint 5: ,-1.7,-1.782,-1.879,-1.865,-1.81,-1.932,-2.108,-2.104,-2.194,-2.107,-2.094,-2.082,-2.069
Joint 6: ,0.5,0.27,0.526,0.313,0.312,0.356,-0.121,0.053,0.162,-0.356,0.673,1.701,2.73
Trial,4,Sim Type,3,Distance Weight,1,Random Seed,60,Min Iterations,1500,Distance cost,0.6991630579623537,Manip Cost,0.37151396845848783,Total cost,0.6642049050642359,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.620135702668026e-05,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.086,0.092,0.05,0.087,0.124,0.097,0.094,0.05,0.109,0.045,0.031
Total Cost,0.0,0.06583,0.13678,0.17526,0.2419,0.3372,0.41156,0.48384,0.52232,0.60593,0.6406,0.6642
Joint 0: ,0.4,0.286,0.04,-0.027,-0.073,-0.262,-0.408,-0.517,-0.612,-0.673,-0.608,-0.543
Joint 1: ,-1.45,-1.458,-1.329,-1.228,-1.194,-1.052,-1.077,-1.05,-1.07,-1.208,-1.265,-1.321
Joint 2: ,1.0,0.989,0.931,0.858,0.937,0.922,0.977,0.86,0.887,0.747,0.518,0.289
Joint 3: ,-0.4,-0.463,-0.834,-0.921,-0.827,-1.007,-0.986,-1.006,-1.059,-0.743,-0.63,-0.517
Joint 4: ,-0.1,-0.181,-0.148,-0.149,-0.189,-0.308,-0.531,-0.623,-0.689,-0.578,-0.59,-0.602
Joint 5: ,-1.7,-1.829,-1.627,-1.57,-1.936,-2.03,-2.053,-1.978,-1.942,-1.95,-1.999,-2.048
Joint 6: ,0.5,0.186,0.453,0.644,0.315,0.152,-0.297,-0.139,-0.345,0.09,1.397,2.705
Trial,5,Sim Type,3,Distance Weight,1,Random Seed,75,Min Iterations,1500,Distance cost,0.6615928623240263,Manip Cost,0.6107445360940043,Total cost,0.6285132192078249,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.495981351471194e-05,2.671586501566266e-05,2.708379968534267e-05,2.417427122e-11,0.0,4.783323766e-11,1.0,1.848175157903617e-05,1.538836116128526e-05,4.403679102e-11,0.0
Distance to Last Node,0.0,0.1,0.084,0.05,0.098,0.05,0.104,0.12,0.117,0.031,0.031,0.031
Total Cost,0.0,0.07671,0.14133,0.17981,0.2556,0.29408,0.37431,0.46638,0.5568,0.58087,0.60482,0.62851
Joint 0: ,0.4,0.433,0.18,0.077,-0.115,-0.195,-0.302,-0.464,-0.517,-0.525,-0.534,-0.542
Joint 1: ,-1.45,-1.465,-1.425,-1.426,-1.386,-1.365,-1.3,-1.221,-1.304,-1.31,-1.316,-1.321
Joint 2: ,1.0,0.92,1.026,1.049,1.003,1.04,0.893,0.907,0.651,0.529,0.406,0.283
Joint 3: ,-0.4,-0.053,-0.471,-0.566,-0.727,-0.77,-0.82,-0.84,-0.649,-0.605,-0.561,-0.517
Joint 4: ,-0.1,-0.177,-0.226,-0.283,-0.289,-0.347,-0.502,-0.778,-0.76,-0.706,-0.651,-0.597
Joint 5: ,-1.7,-2.16,-2.072,-2.049,-2.044,-2.121,-2.142,-2.048,-2.146,-2.113,-2.08,-2.047
Joint 6: ,0.5,0.476,-0.094,-0.342,-0.293,-0.509,-0.435,-0.914,-0.37,0.654,1.679,2.703
Trial,6,Sim Type,3,Distance Weight,1,Random Seed,90,Min Iterations,1500,Distance cost,0.6514256452828052,Manip Cost,0.44588829671299823,Total cost,0.6188543630186649,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.829525708e-11,0.0,1.0,1.0,1.0,2.036674010474672e-05,1.829395089336787e-05,2.045104840207319e-05,2.246813520170363e-05,2.432419111448678e-05,2.599988246467438e-05
Distance to Last Node,0.0,0.098,0.1,0.05,0.09,0.122,0.1,0.095,0.031,0.028,0.029,0.03,0.032
Total Cost,0.0,0.07545,0.15222,0.1907,0.25986,0.35344,0.43008,0.50303,0.52701,0.54864,0.57118,0.59459,0.61885
Joint 0: ,0.4,0.188,-0.002,-0.104,-0.222,-0.289,-0.395,-0.502,-0.542,-0.573,-0.604,-0.635,-0.666
Joint 1: ,-1.45,-1.326,-1.305,-1.255,-1.11,-1.021,-1.068,-1.35,-1.298,-1.325,-1.351,-1.377,-1.403
Joint 2: ,1.0,0.897,0.919,0.884,0.756,0.576,0.554,0.722,0.645,0.731,0.816,0.902,0.988
Joint 3: ,-0.4,-0.769,-0.931,-1.05,-1.219,-1.115,-1.045,-0.65,-0.69,-0.643,-0.596,-0.548,-0.501
Joint 4: ,-0.1,-0.087,-0.16,-0.164,-0.161,-0.173,-0.331,-0.499,-0.501,-0.675,-0.849,-1.023,-1.197
Joint 5: ,-1.7,-1.613,-1.644,-1.576,-1.537,-1.732,-1.936,-2.382,-2.182,-2.19,-2.198,-2.206,-2.214
Joint 6: ,0.5,0.862,0.604,0.658,0.908,1.156,0.86,-0.11,1.339,0.141,-1.057,-2.255,-3.454
Trial,7,Sim Type,3,Distance Weight,1,Random Seed,105,Min Iterations,1500,Distance cost,0.6729358067527149,Manip Cost,0.618431408239983,Total cost,0.6392890164150792,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,6.77497743e-11,1.0,0.0,3.091362713708718e-05,3.10814092026997e-05,3.121120922827226e-05,3.130284660812277e-05
Distance to Last Node,0.0,0.095,0.109,0.124,0.097,0.046,0.111,0.129,0.038,0.04,0.041
Total Cost,0.0,0.07335,0.15734,0.25251,0.32728,0.36264,0.44828,0.54775,0.57726,0.60779,0.63929
Joint 0: ,0.4,0.194,0.093,-0.123,-0.278,-0.068,-0.398,-0.646,-0.667,-0.687,-0.707
Joint 1: ,-1.45,-1.29,-1.352,-1.227,-1.217,-1.14,-1.302,-1.392,-1.427,-1.462,-1.497
Joint 2: ,1.0,0.916,1.019,1.006,1.02,0.451,1.022,1.461,1.463,1.466,1.468
Joint 3: ,-0.4,-0.755,-0.59,-0.753,-0.823,-0.796,-0.586,-0.759,-0.672,-0.584,-0.496
Joint 4: ,-0.1,-0.082,-0.096,-0.129,-0.257,-0.505,-0.692,-1.465,-1.529,-1.594,-1.658
Joint 5: ,-1.7,-1.628,-2.089,-2.147,-2.244,-2.319,-2.413,-2.475,-2.433,-2.392,-2.35
Joint 6: ,0.5,0.809,0.312,0.272,0.018,1.512,0.422,0.292,-0.953,-2.199,-3.445
Trial,8,Sim Type,3,Distance Weight,1,Random Seed,120,Min Iterations,1500,Distance cost,0.6464840875594987,Manip Cost,0.44117694345834946,Total cost,0.6141598831815237,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,3.139713076e-11,1.0,1.0,1.0,2.317286413112162e-05,2.440866192015462e-05,2.340128590908711e-05,2.232404090038644e-05
Distance to Last Node,0.0,0.05,0.095,0.099,0.097,0.098,0.097,0.092,0.05,0.057,0.061
Total Cost,0.0,0.03848,0.11191,0.18809,0.26311,0.3384,0.41325,0.4843,0.52278,0.56697,0.61416
Joint 0: ,0.4,0.259,0.045,-0.127,-0.263,-0.372,-0.442,-0.497,-0.518,-0.579,-0.64
Joint 1: ,-1.45,-1.372,-1.217,-1.197,-1.214,-1.213,-1.211,-1.388,-1.45,-1.412,-1.374
Joint 2: ,1.0,0.975,0.891,0.895,0.855,0.768,0.734,0.842,0.893,0.849,0.805
Joint 3: ,-0.4,-0.663,-1.013,-1.091,-1.098,-1.079,-0.932,-0.658,-0.507,-0.506,-0.505
Joint 4: ,-0.1,-0.099,-0.069,-0.123,-0.173,-0.235,-0.352,-0.633,-0.834,-0.934,-1.035
Joint 5: ,-1.7,-1.602,-1.438,-1.507,-1.602,-1.657,-1.87,-2.213,-2.323,-2.244,-2.165
Joint 6: ,0.5,0.6,0.874,0.697,0.595,0.586,0.373,-0.76,-1.587,-2.531,-3.476
Trial,9,Sim Type,3,Distance Weight,1,Random Seed,135,Min Iterations,1500,Distance cost,0.6631020863578196,Manip Cost,0.3333333333333333,Total cost,0.6299469820399286,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.809458151e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.768071662e-11,0.0,0.0
Distance to Last Node,0.0,0.05,0.119,0.05,0.082,0.099,0.096,0.098,0.05,0.097,0.039,0.039
Total Cost,0.0,0.03848,0.12974,0.16822,0.23135,0.30754,0.38113,0.4566,0.49508,0.56993,0.60002,0.62995
Joint 0: ,0.4,0.274,0.117,0.062,-0.061,-0.25,-0.349,-0.37,-0.379,-0.436,-0.461,-0.486
Joint 1: ,-1.45,-1.405,-1.181,-1.167,-1.077,-1.048,-0.967,-1.046,-1.066,-1.274,-1.294,-1.314
Joint 2: ,1.0,0.996,0.824,0.801,0.724,0.695,0.587,0.44,0.302,0.274,0.151,0.029
Joint 3: ,-0.4,-0.603,-0.894,-0.91,-1.139,-1.27,-1.267,-1.088,-1.002,-0.72,-0.622,-0.524
Joint 4: ,-0.1,-0.126,-0.182,-0.209,-0.154,-0.161,-0.196,-0.371,-0.375,-0.641,-0.516,-0.391
Joint 5: ,-1.7,-1.648,-1.643,-1.755,-1.754,-1.75,-1.855,-1.998,-2.025,-2.198,-2.102,-2.005
Joint 6: ,0.5,0.42,0.866,0.816,1.005,0.94,1.027,1.033,1.276,0.738,1.687,2.637
Trial,10,Sim Type,3,Distance Weight,1,Random Seed,150,Min Iterations,1500,Distance cost,0.6519663571654125,Manip Cost,0.4,Total cost,0.6193680393071419,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,3.222186261e-11,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.05,0.084,0.098,0.12,0.05,0.091,0.091,0.099,0.122
Total Cost,0.0,0.03848,0.10303,0.17856,0.27082,0.3093,0.37966,0.44986,0.52567,0.61937
Joint 0: ,0.4,0.259,0.17,-0.028,-0.184,-0.232,-0.299,-0.314,-0.409,-0.441
Joint 1: ,-1.45,-1.408,-1.317,-1.224,-1.097,-1.096,-1.084,-1.056,-1.176,-1.319
Joint 2: ,1.0,1.038,0.946,0.934,0.834,0.767,0.557,0.276,0.259,-0.178
Joint 3: ,-0.4,-0.612,-0.723,-0.971,-1.102,-1.127,-1.058,-0.942,-0.785,-0.53
Joint 4: ,-0.1,-0.084,-0.15,-0.125,-0.212,-0.259,-0.225,-0.207,-0.386,-0.224
Joint 5: ,-1.7,-1.671,-1.833,-1.853,-1.949,-1.98,-2.039,-2.016,-2.04,-1.981
Joint 6: ,0.5,0.403,0.501,0.538,0.578,0.615,0.938,1.448,1.115,2.577
Trial,11,Sim Type,3,Distance Weight,1,Random Seed,165,Min Iterations,1500,Distance cost,0.6827048170250419,Manip Cost,0.18181818181818182,Total cost,0.6485695761737899,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.05,0.093,0.1,0.05,0.113,0.082,0.05,0.092,0.108,0.105
Total Cost,0.0,0.03848,0.10979,0.1866,0.22508,0.31195,0.37519,0.41367,0.48461,0.56759,0.64857
Joint 0: ,0.4,0.302,0.163,-0.043,-0.108,-0.092,-0.181,-0.197,-0.072,-0.243,-0.439
Joint 1: ,-1.45,-1.244,-1.094,-1.026,-1.023,-0.915,-0.906,-0.903,-1.012,-1.117,-1.319
Joint 2: ,1.0,0.895,0.869,0.846,0.83,0.465,0.421,0.287,-0.18,-0.134,-0.187
Joint 3: ,-0.4,-0.731,-0.962,-1.16,-1.178,-1.339,-1.335,-1.32,-1.203,-0.981,-0.53
Joint 4: ,-0.1,-0.109,-0.097,-0.091,-0.124,-0.029,-0.185,-0.197,-0.209,-0.338,-0.217
Joint 5: ,-1.7,-1.461,-1.534,-1.458,-1.549,-1.726,-1.81,-1.823,-1.844,-1.784,-1.98
Joint 6: ,0.5,0.942,1.021,1.008,0.94,1.698,1.56,1.77,2.693,2.352,2.574
Trial,12,Sim Type,3,Distance Weight,1,Random Seed,180,Min Iterations,1500,Distance cost,0.6579390543449316,Manip Cost,0.4273964769922854,Total cost,0.625042101627685,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.788173377e-11,1.0,1.0,0.0,3.083395990994312e-05,3.012190196579542e-05,2.514311304709398e-05,2.712415123473804e-05,2.875182400706704e-05
Distance to Last Node,0.0,0.098,0.094,0.1,0.099,0.114,0.102,0.122,0.049,0.035
Total Cost,0.0,0.07513,0.14748,0.22412,0.30014,0.38796,0.46663,0.56031,0.59836,0.62504
Joint 0: ,0.4,0.118,-0.08,-0.209,-0.364,-0.584,-0.661,-0.603,-0.645,-0.686
Joint 1: ,-1.45,-1.315,-1.144,-1.14,-1.24,-1.403,-1.413,-1.42,-1.428,-1.436
Joint 2: ,1.0,1.037,0.952,0.954,1.001,1.427,1.307,0.936,1.051,1.165
Joint 3: ,-0.4,-0.853,-1.198,-1.204,-1.135,-1.042,-0.935,-0.609,-0.554,-0.499
Joint 4: ,-0.1,-0.106,-0.105,-0.253,-0.293,-0.559,-0.708,-1.056,-1.208,-1.361
Joint 5: ,-1.7,-1.538,-1.369,-1.554,-1.797,-2.174,-2.326,-2.288,-2.276,-2.263
Joint 6: ,0.5,0.433,0.634,0.337,-0.008,-1.367,-1.357,-0.804,-2.123,-3.441
Trial,13,Sim Type,3,Distance Weight,1,Random Seed,195,Min Iterations,1500,Distance cost,0.6481886300920909,Manip Cost,0.6776051568099489,Total cost,0.6157791985874863,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.642107812e-11,2.415344268e-11,0.0,0.0,3.984915448e-11,2.178150167701989e-05,2.267308074898772e-05,2.133255938955493e-05,1.605900831718005e-05,2.022665297875726e-05,2.382569358442232e-05
Distance to Last Node,0.0,0.05,0.098,0.096,0.05,0.096,0.05,0.098,0.081,0.05,0.122,0.004,0.004
Total Cost,0.0,0.03848,0.11414,0.18795,0.22643,0.30065,0.33913,0.41458,0.47684,0.51532,0.60923,0.61256,0.61578
Joint 0: ,0.4,0.269,0.122,-0.041,-0.139,-0.252,-0.34,-0.367,-0.471,-0.533,-0.544,-0.598,-0.651
Joint 1: ,-1.45,-1.4,-1.347,-1.389,-1.332,-1.282,-1.278,-1.336,-1.374,-1.358,-1.402,-1.394,-1.385
Joint 2: ,1.0,1.002,0.934,0.953,0.893,0.834,0.866,0.788,0.821,0.763,0.542,0.709,0.875
Joint 3: ,-0.4,-0.617,-0.762,-0.832,-0.927,-0.996,-1.041,-0.777,-0.707,-0.677,-0.423,-0.463,-0.503
Joint 4: ,-0.1,-0.114,-0.176,-0.221,-0.222,-0.344,-0.469,-0.567,-0.683,-0.666,-0.95,-1.023,-1.097
Joint 5: ,-1.7,-1.648,-1.725,-1.807,-1.704,-1.801,-1.778,-2.016,-2.174,-2.175,-2.228,-2.206,-2.183
Joint 6: ,0.5,0.445,0.443,0.202,0.343,0.217,-0.057,-0.273,-0.843,-0.67,-0.649,-2.058,-3.466
Trial,14,Sim Type,3,Distance Weight,1,Random Seed,210,Min Iterations,1500,Distance cost,0.662177139184366,Manip Cost,0.5647474081471114,Total cost,0.6290682822251478,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.487131967e-11,0.0,2.756055671320932e-05,2.753352638383956e-05,4.032956708e-11,2.60589125780149e-05,2.514241038567918e-05,2.495774105500382e-05,2.476392405488227e-05,2.456107337553446e-05
Distance to Last Node,0.0,0.096,0.099,0.087,0.098,0.12,0.125,0.095,0.031,0.033,0.034
Total Cost,0.0,0.07396,0.15044,0.2175,0.29274,0.38498,0.48095,0.55411,0.57814,0.60321,0.62907
Joint 0: ,0.4,0.172,-0.045,-0.009,-0.19,-0.44,-0.597,-0.64,-0.645,-0.651,-0.656
Joint 1: ,-1.45,-1.376,-1.313,-1.445,-1.434,-1.245,-1.28,-1.355,-1.367,-1.379,-1.391
Joint 2: ,1.0,1.013,1.047,1.075,1.076,1.0,1.035,0.952,0.938,0.925,0.911
Joint 3: ,-0.4,-0.725,-0.938,-0.546,-0.637,-1.04,-0.891,-0.694,-0.63,-0.566,-0.502
Joint 4: ,-0.1,-0.141,-0.155,-0.267,-0.306,-0.481,-0.62,-0.779,-0.895,-1.012,-1.129
Joint 5: ,-1.7,-1.66,-1.678,-2.123,-2.154,-1.976,-2.156,-2.363,-2.306,-2.25,-2.193
Joint 6: ,0.5,0.335,0.201,-0.279,-0.404,-0.378,-0.825,-1.115,0.197,1.509,2.821
Trial,15,Sim Type,3,Distance Weight,1,Random Seed,225,Min Iterations,1500,Distance cost,0.6674228086114388,Manip Cost,0.6380299187338127,Total cost,0.6340516681808668,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.690700758e-11,0.0,0.0,0.0,2.641817114e-11,1.0,2.507817714808942e-05,2.208301011361835e-05,2.842195119955881e-05
Distance to Last Node,0.0,0.124,0.099,0.099,0.095,0.05,0.094,0.097,0.052,0.115
Total Cost,0.0,0.09534,0.17131,0.24742,0.32039,0.35887,0.43156,0.50598,0.54589,0.63405
Joint 0: ,0.4,0.118,-0.027,-0.156,-0.306,-0.338,-0.434,-0.524,-0.557,-0.684
Joint 1: ,-1.45,-1.337,-1.352,-1.3,-1.338,-1.325,-1.184,-1.306,-1.26,-1.431
Joint 2: ,1.0,1.112,1.095,1.038,1.13,1.062,0.905,0.964,0.823,1.141
Joint 3: ,-0.4,-0.855,-0.859,-0.899,-0.885,-0.856,-1.022,-0.81,-0.868,-0.499
Joint 4: ,-0.1,-0.062,-0.079,-0.198,-0.41,-0.51,-0.691,-0.916,-1.028,-1.338
Joint 5: ,-1.7,-1.76,-1.905,-2.012,-2.093,-2.134,-2.094,-2.386,-2.341,-2.256
Joint 6: ,0.5,0.203,0.133,0.052,-0.504,-0.52,-0.333,-1.165,-2.004,-3.442
Trial,16,Sim Type,3,Distance Weight,1,Random Seed,240,Min Iterations,1500,Distance cost,0.6571473561162131,Manip Cost,0.3713946495190657,Total cost,0.6242899883104024,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.70795883232246e-05,2.663358367e-11,4.178360805e-11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Distance to Last Node,0.0,0.05,0.095,0.099,0.1,0.121,0.05,0.121,0.047,0.055,0.038,0.036
Total Cost,0.0,0.03848,0.11174,0.18762,0.26431,0.35757,0.39605,0.48895,0.52474,0.56677,0.59639,0.62429
Joint 0: ,0.4,0.318,0.098,-0.029,-0.179,-0.179,-0.231,-0.36,-0.356,-0.464,-0.48,-0.496
Joint 1: ,-1.45,-1.464,-1.343,-1.271,-1.158,-1.212,-1.135,-1.066,-1.145,-1.235,-1.275,-1.315
Joint 2: ,1.0,1.041,0.976,0.87,0.741,0.483,0.418,0.428,0.222,0.34,0.206,0.071
Joint 3: ,-0.4,-0.42,-0.775,-0.857,-1.037,-0.784,-0.858,-1.026,-0.854,-0.726,-0.624,-0.522
Joint 4: ,-0.1,-0.097,-0.107,-0.118,-0.155,-0.211,-0.217,-0.685,-0.532,-0.655,-0.54,-0.425
Joint 5: ,-1.7,-1.801,-1.723,-1.823,-1.741,-2.166,-2.158,-2.041,-2.073,-2.125,-2.068,-2.012
Joint 6: ,0.5,0.273,0.447,0.62,0.818,1.122,1.241,0.68,1.886,0.983,1.816,2.649
Trial,17,Sim Type,3,Distance Weight,1,Random Seed,255,Min Iterations,1500,Distance cost,0.6564366346237642,Manip Cost,0.35595446664890146,Total cost,0.623614802892576,Object Reduction,0.0,Contact Sample Chance,0.2,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.754485476573766e-05,2.962783727e-11,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.5407865501778e-05
Distance to Last Node,0.0,0.05,0.095,0.097,0.098,0.093,0.069,0.123,0.034,0.034,0.116
Total Cost,0.0,0.03848,0.11197,0.18691,0.26251,0.33446,0.38745,0.48196,0.50842,0.5343,0.62361
Joint 0: ,0.4,0.319,0.076,-0.056,-0.27,-0.424,-0.432,-0.513,-0.612,-0.71,-0.662
Joint 1: ,-1.45,-1.445,-1.27,-1.412,-1.301,-1.18,-1.093,-1.089,-1.116,-1.144,-1.398
Joint 2: ,1.0,1.075,0.973,1.201,1.064,0.916,0.763,0.864,0.954,1.043,0.955
Joint 3: ,-0.4,-0.438,-0.857,-0.824,-1.018,-1.085,-1.109,-1.128,-1.127,-1.126,-0.502
Joint 4: ,-0.1,-0.031,-0.026,-0.038,-0.041,-0.079,-0.262,-1.005,-1.055,-1.106,-1.168
Joint 5: ,-1.7,-1.84,-1.659,-2.122,-2.014,-1.91,-1.976,-2.097,-2.016,-1.935,-2.205
Joint 6: ,0.5,0.402,0.731,0.091,0.33,0.544,0.671,-0.243,-1.57,-2.896,-3.458
