Trial,8,Sim Type,3,Distance Weight,1,Random Seed,120,Min Iterations,1500,Distance cost,0.6393800342411534,Manip Cost,0.2599581554282034,Total cost,0.6074110325290957,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,2.214011124772462e-05,2.532304417536707e-05,1.986560720139914e-05,1.497781855335115e-05,9.62041205593626e-06,1.0
Distance to Last Node,0.0,0.05,0.095,0.05,0.099,0.098,0.097,0.089,0.05,0.1,0.016,0.02,0.025
Total Cost,0.0,0.03848,0.11191,0.1504,0.22632,0.30157,0.37614,0.44477,0.48325,0.5601,0.57249,0.58805,0.60741
Joint 0: ,0.4,0.259,0.045,-0.032,-0.229,-0.337,-0.451,-0.487,-0.591,-0.506,-0.507,-0.508,-0.509
Joint 1: ,-1.45,-1.372,-1.217,-1.193,-1.212,-1.17,-1.231,-1.321,-1.367,-1.462,-1.413,-1.364,-1.315
Joint 2: ,1.0,0.975,0.891,0.854,0.928,0.804,0.824,0.808,0.958,0.686,0.501,0.317,0.132
Joint 3: ,-0.4,-0.663,-1.013,-1.079,-1.135,-1.142,-1.05,-0.786,-0.715,-0.366,-0.418,-0.47,-0.522
Joint 4: ,-0.1,-0.099,-0.069,-0.081,-0.149,-0.185,-0.341,-0.447,-0.555,-0.925,-0.775,-0.625,-0.475
Joint 5: ,-1.7,-1.602,-1.438,-1.433,-1.561,-1.574,-1.753,-2.068,-2.121,-2.463,-2.316,-2.168,-2.02
Joint 6: ,0.5,0.6,0.874,0.895,0.534,0.657,0.246,-0.079,-0.745,-1.283,0.033,1.349,2.665
Trial,9,Sim Type,3,Distance Weight,1,Random Seed,135,Min Iterations,1500,Distance cost,0.6835875635569355,Manip Cost,0.0,Total cost,0.6494081853790887,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.082,0.099,0.05,0.06,0.039,0.051,0.095,0.034,0.122,0.119,0.093
Total Cost,0.0,0.06317,0.13905,0.17753,0.22345,0.25352,0.29279,0.36595,0.39187,0.48568,0.57747,0.64941
Joint 0: ,0.4,0.203,-0.007,-0.079,0.016,0.08,-0.106,-0.056,-0.144,0.034,-0.378,-0.533
Joint 1: ,-1.45,-1.25,-1.187,-1.147,-1.14,-1.026,-1.073,-1.095,-1.128,-1.081,-0.874,-1.319
Joint 2: ,1.0,0.945,0.971,0.93,0.625,0.207,0.554,-0.025,0.272,-0.359,0.164,0.243
Joint 3: ,-0.4,-0.883,-1.087,-1.144,-0.961,-1.027,-1.021,-1.029,-1.031,-1.072,-1.294,-0.518
Joint 4: ,-0.1,-0.059,-0.062,-0.063,0.019,0.305,0.025,0.35,-0.108,-0.213,-0.741,-0.565
Joint 5: ,-1.7,-1.528,-1.548,-1.604,-1.915,-1.818,-1.975,-2.052,-2.116,-1.7,-1.297,-2.04
Joint 6: ,0.5,0.799,0.69,0.74,1.498,2.706,1.534,2.969,1.795,2.392,2.184,2.693
Trial,10,Sim Type,3,Distance Weight,1,Random Seed,150,Min Iterations,1500,Distance cost,0.6679609483391155,Manip Cost,0.16666666666666666,Total cost,0.6345629009221596,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,3.222186261e-11,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.05,0.118,0.05,0.093,0.089,0.093,0.09,0.115,0.053,0.039,0.035
Total Cost,0.0,0.03848,0.12914,0.16762,0.2392,0.30736,0.37883,0.44799,0.53685,0.57729,0.60727,0.63456
Joint 0: ,0.4,0.259,0.063,-0.0,-0.153,-0.265,-0.324,-0.331,-0.265,-0.358,-0.398,-0.439
Joint 1: ,-1.45,-1.408,-1.296,-1.207,-1.164,-1.055,-1.043,-1.039,-1.108,-1.207,-1.263,-1.319
Joint 2: ,1.0,1.038,1.047,0.97,0.899,0.775,0.556,0.358,-0.035,0.012,-0.087,-0.185
Joint 3: ,-0.4,-0.612,-0.925,-1.056,-1.162,-1.289,-1.193,-1.032,-1.036,-0.835,-0.682,-0.53
Joint 4: ,-0.1,-0.084,-0.157,-0.111,-0.111,-0.149,-0.136,-0.253,-0.346,-0.434,-0.326,-0.218
Joint 5: ,-1.7,-1.671,-1.819,-1.849,-1.912,-1.941,-2.009,-2.054,-1.809,-1.936,-1.958,-1.98
Joint 6: ,0.5,0.403,0.261,0.482,0.541,0.7,0.989,1.228,1.937,0.898,1.736,2.575
Trial,11,Sim Type,3,Distance Weight,1,Random Seed,165,Min Iterations,1500,Distance cost,0.6785992045932749,Manip Cost,0.0,Total cost,0.6446692443636112,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.05,0.093,0.096,0.1,0.081,0.08,0.051,0.096,0.057,0.053,0.08
Total Cost,0.0,0.03848,0.10979,0.18402,0.26097,0.32314,0.38497,0.42435,0.49816,0.54227,0.58318,0.64467
Joint 0: ,0.4,0.302,0.163,-0.051,-0.221,-0.288,-0.223,-0.202,-0.121,-0.293,-0.465,-0.497
Joint 1: ,-1.45,-1.244,-1.094,-0.979,-0.986,-0.954,-1.059,-1.013,-1.056,-1.055,-1.054,-1.314
Joint 2: ,1.0,0.895,0.869,0.837,0.832,0.68,0.494,0.111,-0.297,-0.062,0.173,0.076
Joint 3: ,-0.4,-0.731,-0.962,-1.291,-1.331,-1.343,-1.126,-1.137,-1.127,-1.108,-1.089,-0.523
Joint 4: ,-0.1,-0.109,-0.097,-0.072,-0.114,-0.088,-0.238,0.082,0.004,-0.213,-0.429,-0.429
Joint 5: ,-1.7,-1.461,-1.534,-1.342,-1.478,-1.569,-1.974,-1.926,-1.876,-1.749,-1.621,-2.012
Joint 6: ,0.5,0.942,1.021,1.087,0.916,1.242,1.236,2.273,3.123,2.359,1.594,2.651
Trial,12,Sim Type,3,Distance Weight,1,Random Seed,180,Min Iterations,1500,Distance cost,0.6534690248955093,Manip Cost,0.3014591136201425,Total cost,0.6207955736507338,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,1.635039331e-11,0.0,0.0,2.598859891035792e-05,2.486178822677036e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.095,0.099,0.05,0.089,0.098,0.101,0.087,0.093,0.028,0.024,0.022,0.021
Total Cost,0.0,0.07331,0.1495,0.18799,0.25668,0.33227,0.40966,0.4765,0.54781,0.56925,0.58772,0.60445,0.6208
Joint 0: ,0.4,0.206,-0.001,-0.078,-0.198,-0.331,-0.209,-0.666,-0.539,-0.531,-0.523,-0.515,-0.507
Joint 1: ,-1.45,-1.404,-1.397,-1.354,-1.412,-1.313,-1.151,-1.137,-1.298,-1.302,-1.306,-1.311,-1.315
Joint 2: ,1.0,1.005,1.023,0.969,0.985,0.949,0.556,1.072,0.835,0.657,0.479,0.302,0.124
Joint 3: ,-0.4,-0.649,-0.854,-0.935,-0.827,-0.926,-1.125,-1.222,-0.853,-0.77,-0.687,-0.604,-0.522
Joint 4: ,-0.1,-0.19,-0.199,-0.215,-0.175,-0.344,-0.856,-1.017,-1.216,-1.029,-0.842,-0.655,-0.468
Joint 5: ,-1.7,-1.701,-1.734,-1.747,-1.965,-2.021,-2.078,-1.692,-2.069,-2.057,-2.044,-2.032,-2.019
Joint 6: ,0.5,0.217,0.053,0.128,-0.002,-0.181,0.179,-0.983,-1.961,-0.805,0.351,1.507,2.663
Trial,13,Sim Type,3,Distance Weight,1,Random Seed,195,Min Iterations,1500,Distance cost,0.644869376403252,Manip Cost,0.488664098311068,Total cost,0.6126259075830894,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,2.712676661e-11,1.0,1.0,1.0,2.341018719808058e-05,1.950960379711521e-05,2.152092099248778e-05,2.332351560803642e-05
Distance to Last Node,0.0,0.05,0.095,0.05,0.089,0.097,0.094,0.05,0.07,0.106,0.046,0.048
Total Cost,0.0,0.03848,0.11163,0.15011,0.21852,0.29347,0.36613,0.40461,0.45827,0.54022,0.57549,0.61263
Joint 0: ,0.4,0.269,0.092,0.001,-0.142,-0.286,-0.448,-0.479,-0.439,-0.48,-0.563,-0.647
Joint 1: ,-1.45,-1.4,-1.359,-1.309,-1.327,-1.236,-1.203,-1.267,-1.31,-1.444,-1.413,-1.381
Joint 2: ,1.0,1.002,0.963,0.982,0.995,0.89,0.912,0.931,0.873,0.673,0.762,0.851
Joint 3: ,-0.4,-0.617,-0.813,-0.895,-0.922,-1.002,-1.147,-0.993,-0.897,-0.518,-0.511,-0.504
Joint 4: ,-0.1,-0.114,-0.135,-0.191,-0.228,-0.261,-0.452,-0.511,-0.906,-0.9,-0.988,-1.075
Joint 5: ,-1.7,-1.648,-1.676,-1.692,-1.817,-1.792,-1.78,-1.952,-2.143,-2.416,-2.296,-2.177
Joint 6: ,0.5,0.445,0.429,0.275,0.089,0.236,-0.101,-0.372,-1.694,-1.759,-2.615,-3.471
Trial,14,Sim Type,3,Distance Weight,1,Random Seed,210,Min Iterations,1500,Distance cost,0.6563730704299232,Manip Cost,0.2,Total cost,0.6235544169084271,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.729681213e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.05,0.093,0.098,0.098,0.094,0.124,0.054,0.112,0.087
Total Cost,0.0,0.03848,0.10998,0.18564,0.26145,0.33412,0.42951,0.47079,0.55664,0.62355
Joint 0: ,0.4,0.262,0.068,-0.114,-0.351,-0.475,-0.452,-0.385,-0.526,-0.442
Joint 1: ,-1.45,-1.376,-1.329,-1.241,-1.263,-1.198,-1.08,-1.131,-0.944,-1.318
Joint 2: ,1.0,1.005,1.048,1.016,1.121,1.094,0.673,0.31,0.21,-0.17
Joint 3: ,-0.4,-0.65,-0.843,-0.987,-1.163,-1.196,-1.083,-0.897,-1.215,-0.53
Joint 4: ,-0.1,-0.098,-0.17,-0.174,-0.28,-0.295,-0.357,-0.177,-0.255,-0.23
Joint 5: ,-1.7,-1.637,-1.672,-1.689,-1.688,-1.882,-2.06,-2.216,-1.292,-1.981
Joint 6: ,0.5,0.498,0.195,0.234,-0.193,-0.239,0.444,1.304,1.263,2.579
Trial,15,Sim Type,3,Distance Weight,1,Random Seed,225,Min Iterations,1500,Distance cost,0.6700940997607427,Manip Cost,0.3376999976168153,Total cost,0.6365893947727056,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.690700758e-11,1.0,1.0,1.0,1.0,2.865672573579766e-05,3.041108949944141e-05,3.143912065316212e-05,3.135108202658571e-05,3.11582230791222e-05,3.086128723378544e-05,3.04613867045654e-05,2.995999905109026e-05,2.935896234498412e-05
Distance to Last Node,0.0,0.124,0.1,0.123,0.087,0.122,0.045,0.045,0.104,0.014,0.013,0.013,0.013,0.013,0.013
Total Cost,0.0,0.09534,0.17216,0.2665,0.33308,0.42708,0.46176,0.49602,0.57614,0.58697,0.59726,0.60716,0.61686,0.6266,0.63659
Joint 0: ,0.4,0.118,-0.04,-0.167,-0.072,-0.52,-0.552,-0.584,-0.844,-0.818,-0.793,-0.767,-0.742,-0.716,-0.691
Joint 1: ,-1.45,-1.337,-1.248,-1.177,-1.217,-1.294,-1.36,-1.427,-1.483,-1.477,-1.471,-1.464,-1.458,-1.451,-1.445
Joint 2: ,1.0,1.112,0.989,1.117,0.627,1.035,1.186,1.337,1.559,1.502,1.444,1.387,1.329,1.272,1.214
Joint 3: ,-0.4,-0.855,-0.942,-1.07,-0.986,-1.042,-0.966,-0.89,-0.878,-0.815,-0.752,-0.688,-0.625,-0.562,-0.498
Joint 4: ,-0.1,-0.062,-0.054,-0.736,-0.524,-0.462,-0.785,-1.107,-1.209,-1.242,-1.275,-1.308,-1.341,-1.374,-1.407
Joint 5: ,-1.7,-1.76,-1.754,-1.887,-2.234,-2.241,-2.374,-2.507,-2.216,-2.226,-2.236,-2.247,-2.257,-2.267,-2.277
Joint 6: ,0.5,0.203,0.451,-0.516,0.313,-0.357,-1.266,-2.174,-1.926,-3.225,-4.525,-5.825,-7.124,-8.424,-9.724
Trial,16,Sim Type,3,Distance Weight,1,Random Seed,240,Min Iterations,1500,Distance cost,0.6587944802348268,Manip Cost,0.5604036414457378,Total cost,0.6258547562230854,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.70795883232246e-05,2.663358367e-11,0.0,0.0,3.126487061995822e-05,3.100994050967398e-05,3.077593249004644e-05,3.107055626504134e-05,3.003694875727998e-05,3.007348452708352e-05
Distance to Last Node,0.0,0.05,0.095,0.05,0.046,0.101,0.08,0.05,0.111,0.119,0.111
Total Cost,0.0,0.03848,0.11174,0.15022,0.18589,0.26364,0.32558,0.36407,0.44918,0.54052,0.62585
Joint 0: ,0.4,0.318,0.098,0.022,-0.081,-0.283,-0.36,-0.404,-0.511,-0.61,-0.696
Joint 1: ,-1.45,-1.464,-1.343,-1.293,-1.377,-1.474,-1.413,-1.39,-1.414,-1.408,-1.459
Joint 2: ,1.0,1.041,0.976,0.94,1.178,1.472,1.46,1.429,1.477,1.299,1.282
Joint 3: ,-0.4,-0.42,-0.775,-0.852,-0.879,-0.965,-1.004,-0.961,-0.713,-0.631,-0.497
Joint 4: ,-0.1,-0.097,-0.107,-0.11,-0.358,-0.651,-0.711,-0.753,-0.924,-1.223,-1.472
Joint 5: ,-1.7,-1.801,-1.723,-1.768,-1.899,-2.094,-2.31,-2.416,-2.498,-2.495,-2.297
Joint 6: ,0.5,0.273,0.447,0.51,-0.504,-1.766,-1.95,-1.993,-2.397,-2.775,-3.439
Trial,17,Sim Type,3,Distance Weight,1,Random Seed,255,Min Iterations,1500,Distance cost,0.6513324460585415,Manip Cost,0.5219978766449733,Total cost,0.6187658237556144,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.754485476573766e-05,2.962783727e-11,0.0,0.0,2.647745923621778e-05,1.0,2.736050416428725e-05,2.823107402448411e-05,2.898521332380616e-05,2.329639796386431e-05
Distance to Last Node,0.0,0.05,0.095,0.097,0.098,0.098,0.065,0.124,0.033,0.034,0.109
Total Cost,0.0,0.03848,0.11197,0.18691,0.26251,0.33831,0.3884,0.48376,0.5088,0.53519,0.61877
Joint 0: ,0.4,0.319,0.076,-0.056,-0.27,-0.386,-0.265,-0.471,-0.523,-0.576,-0.647
Joint 1: ,-1.45,-1.445,-1.27,-1.412,-1.301,-1.324,-1.172,-1.403,-1.398,-1.393,-1.381
Joint 2: ,1.0,1.075,0.973,1.201,1.064,1.042,0.813,1.072,1.136,1.2,0.85
Joint 3: ,-0.4,-0.438,-0.857,-0.824,-1.018,-0.939,-1.082,-0.593,-0.617,-0.64,-0.504
Joint 4: ,-0.1,-0.031,-0.026,-0.038,-0.041,-0.104,-0.881,-0.904,-1.082,-1.26,-1.075
Joint 5: ,-1.7,-1.84,-1.659,-2.122,-2.014,-2.211,-2.234,-2.517,-2.456,-2.396,-2.176
Joint 6: ,0.5,0.402,0.731,0.091,0.33,0.237,0.297,-1.079,-2.405,-3.73,-3.47
Trial,18,Sim Type,3,Distance Weight,1,Random Seed,270,Min Iterations,1500,Distance cost,0.6390403930542381,Manip Cost,0.18181818181818182,Total cost,0.6070883734015262,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
